ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Age,Customer_Tenure_Years,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_per_Purchase,Digital_Engagement,Deal_Dependency,Education_2N Cycle,Education_Basic,Education_Graduation,Education_Master,Education_Phd,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Yolo,Preferred_Shopping_Channel_Catalog,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fish,Product_Preference_Fruits,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweets,Product_Preference_Wine,Customer_Activity_Level_Highly Active,Customer_Activity_Level_Inactive,Customer_Activity_Level_Moderately Active
8420,1970,15315.0,0,0,2013-08-03,27,7,4,13,15.0,8,17.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55,55,0.9,0,1,64.0,6,0,10.666666666666666,7,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3174,1959,87771.0,0,1,2013-05-22,61,1224,38,287,50.0,57,33.0,1,5,10,4,6,0,1,1,1,1,0,3,11,1,66,66,1.1,1,2,1689.0,19,4,88.89473684210526,11,0.05263157894736842,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
7685,1978,33039.0,1,0,2013-09-09,4,30,8,12,8.0,8,12.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,47,0.8,1,2,78.0,6,0,13.0,7,0.16666666666666666,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3179,1980,81741.0,0,0,2013-06-16,75,249,81,556,58.0,81,38.0,0,6,6,7,2,0,0,0,0,0,0,3,11,0,45,45,1.03,0,1,1063.0,19,0,55.94736842105263,8,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9780,1971,71499.0,0,1,2013-06-25,12,465,25,132,120.5,0,37.0,2,8,3,13,4,0,0,0,0,0,0,3,11,0,54,54,1.01,1,2,779.5,24,0,32.479166666666664,12,0.08333333333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
10681,1970,62466.0,0,1,2014-01-15,13,129,81,259,120.5,81,83.0,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,55,0.45,1,2,753.5,21,0,35.88095238095238,10,0.23809523809523808,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10232,1963,48799.0,0,1,2013-11-05,9,174,18,81,28.0,6,24.0,3,3,2,7,3,0,0,0,0,0,0,3,11,0,62,62,0.65,1,2,331.0,12,0,27.583333333333332,6,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4184,1950,52157.0,0,1,2014-06-07,48,189,2,29,3.0,2,40.0,2,3,2,5,4,0,0,0,0,0,0,3,11,0,75,75,0.06,1,2,265.0,10,0,26.5,7,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9120,1962,66565.0,0,1,2012-12-05,80,747,10,161,65.0,40,42.0,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63,63,1.56,1,2,1065.0,15,0,71.0,12,0.26666666666666666,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
891,1951,29298.0,1,1,2013-09-07,60,6,0,2,2.0,0,1.0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74,74,0.81,2,3,11.0,3,0,3.6666666666666665,6,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10381,1979,47691.0,0,1,2013-07-05,43,14,0,3,0.0,0,4.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,46,0.98,1,2,21.0,3,0,7.0,7,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3525,1970,38200.0,1,1,2012-12-07,19,12,0,4,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,55,1.56,2,3,17.0,3,0,5.666666666666667,8,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6818,1974,44989.0,0,1,2012-09-12,26,98,0,106,49.0,10,106.0,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,51,1.79,1,2,369.0,11,0,33.54545454545455,11,0.45454545454545453,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3526,1968,38443.0,1,1,2014-01-27,58,32,0,5,0.0,0,1.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,57,57,0.42,2,3,38.0,4,0,9.5,8,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8181,1978,38593.0,1,0,2013-09-13,42,51,12,49,17.0,24,24.0,3,4,1,3,8,0,0,0,0,0,0,3,11,0,47,47,0.79,1,2,177.0,8,0,22.125,12,0.375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1029,1970,64413.0,0,1,2013-08-01,27,200,5,44,0.0,10,20.0,1,5,1,5,5,0,0,0,0,0,0,3,11,0,55,55,0.91,1,2,279.0,11,0,25.363636363636363,10,0.09090909090909091,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
7369,1981,36959.0,1,0,2013-10-02,56,25,6,25,6.0,0,0.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,44,0.74,1,2,62.0,5,0,12.4,10,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2574,1977,61996.0,0,1,2013-01-31,27,1050,12,144,0.0,0,24.0,3,6,4,8,5,0,1,0,1,1,0,3,11,1,48,48,1.41,1,2,1230.0,18,3,68.33333333333333,11,0.16666666666666666,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
8159,1968,51287.0,1,1,2014-04-01,10,117,0,22,13.0,0,30.0,3,4,1,3,7,0,0,0,0,0,0,3,11,0,57,57,0.24,2,3,182.0,8,0,22.75,11,0.375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1160,1970,13260.0,1,1,2013-08-23,48,9,4,17,10.0,2,7.0,4,3,0,3,8,0,0,0,0,0,0,3,11,0,55,55,0.85,2,3,49.0,6,0,8.166666666666666,11,0.6666666666666666,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10242,1966,47472.0,1,1,2013-09-16,39,56,0,11,0.0,0,8.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0,59,59,0.78,2,3,75.0,6,0,12.5,7,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5253,1956,54603.0,1,1,2013-07-09,85,145,13,46,17.0,2,4.0,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69,69,0.97,2,3,227.0,10,0,22.7,11,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5966,1974,45207.0,1,1,2012-11-10,64,203,0,10,0.0,0,2.0,5,3,1,6,6,0,1,0,0,0,0,3,11,0,51,51,1.63,2,3,215.0,10,1,21.5,9,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5314,1951,40689.0,0,1,2013-03-18,69,270,3,27,39.0,6,99.0,7,7,1,5,8,0,0,0,0,0,0,3,11,0,74,74,1.28,1,2,444.0,13,0,34.15384615384615,15,0.5384615384615384,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5081,1967,47821.0,1,1,2013-10-20,54,9,0,16,6.0,6,10.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,58,0.69,2,3,47.0,4,0,11.75,9,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5123,1951,27450.0,0,0,2013-04-15,57,37,12,23,8.0,11,52.0,1,2,1,3,7,0,0,0,0,0,0,3,11,0,74,74,1.2,0,1,143.0,6,0,23.833333333333332,9,0.16666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5756,1983,39453.0,1,0,2014-04-03,64,46,0,7,0.0,0,2.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,42,0.24,1,2,55.0,5,0,11.0,8,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
8036,1971,26850.0,1,1,2014-04-18,10,31,1,13,7.0,2,9.0,4,2,1,4,4,0,0,0,0,0,0,3,11,0,54,54,0.2,2,3,63.0,7,0,9.0,6,0.5714285714285714,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
9058,1955,79800.0,0,0,2012-09-23,65,1060,21,530,32.0,0,126.5,1,5,11,5,3,1,0,1,1,0,0,3,11,1,70,70,1.76,0,1,1769.5,21,3,84.26190476190476,8,0.047619047619047616,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
5057,1961,61794.0,0,1,2013-09-14,74,264,47,188,54.0,47,11.0,2,4,4,10,2,0,0,0,0,0,0,3,11,0,64,64,0.79,1,2,611.0,18,0,33.94444444444444,6,0.1111111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
254,1955,53863.0,0,1,2014-05-17,4,399,4,30,6.0,4,30.0,3,7,1,7,7,0,1,0,0,0,0,3,11,0,70,70,0.12,1,2,473.0,15,1,31.533333333333335,14,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4179,1959,24221.0,0,0,2013-08-20,94,8,9,9,2.0,5,22.0,1,1,1,3,4,0,0,0,0,0,0,3,11,0,66,66,0.86,0,1,55.0,5,0,11.0,5,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3710,1984,39684.0,1,0,2012-10-12,41,19,0,35,6.0,4,17.0,2,2,1,2,7,0,0,0,0,0,1,3,11,1,41,41,1.71,1,2,81.0,5,0,16.2,9,0.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7627,1975,92163.0,0,0,2012-12-12,25,817,81,556,106.0,81,20.0,0,5,11,5,2,0,0,1,1,0,0,3,11,1,50,50,1.54,0,1,1661.0,21,2,79.0952380952381,7,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4501,1965,69882.0,0,0,2013-11-10,94,292,81,556,120.5,81,126.5,1,3,7,9,1,0,0,0,0,0,0,3,11,0,60,60,0.63,0,1,1257.0,19,0,66.15789473684211,4,0.05263157894736842,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6424,1977,33178.0,1,0,2014-01-30,9,12,6,2,11.0,2,16.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,48,0.41,1,2,49.0,4,0,12.25,5,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3075,1972,59973.0,0,0,2013-09-11,47,130,30,168,20.0,34,0.0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,53,53,0.8,0,1,382.0,14,0,27.285714285714285,4,0.07142857142857142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4992,1975,17459.0,1,0,2013-09-19,12,6,4,16,3.0,10,30.0,3,3,1,2,7,0,0,0,0,0,0,3,11,1,50,50,0.77,1,2,69.0,6,0,11.5,10,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5252,1969,23910.0,1,0,2012-10-26,80,16,12,18,7.0,1,13.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,56,56,1.67,1,2,67.0,5,0,13.4,9,0.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7444,1969,42169.0,1,1,2013-10-19,20,19,0,9,0.0,0,2.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0,56,56,0.69,2,3,30.0,4,0,7.5,9,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6919,1978,26224.0,1,0,2013-06-04,39,4,7,15,13.0,9,15.0,3,2,1,3,6,0,0,0,0,0,0,3,11,0,47,47,1.07,1,2,63.0,6,0,10.5,8,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3537,1981,31089.0,1,0,2012-08-17,57,31,3,31,2.0,8,4.0,3,3,0,4,8,0,0,0,0,0,0,3,11,0,44,44,1.86,1,2,79.0,7,0,11.285714285714286,11,0.42857142857142855,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10277,1961,30081.0,0,1,2013-02-21,27,36,0,2,0.0,0,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,64,1.35,1,2,42.0,4,0,10.5,8,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2453,1960,62807.0,0,1,2012-08-31,83,526,28,135,10.0,21,99.0,3,5,3,12,5,0,0,0,0,0,0,3,11,0,65,65,1.83,1,2,819.0,20,0,40.95,10,0.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7972,1955,72906.0,0,0,2013-09-17,79,400,32,519,71.0,75,54.0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,70,70,0.78,0,1,1151.0,16,0,71.9375,4,0.0625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
895,1948,61467.0,0,2,2012-12-09,69,410,16,114,0.0,5,49.0,3,5,2,10,5,0,0,0,0,0,0,3,11,0,77,77,1.55,2,3,594.0,17,0,34.94117647058823,10,0.17647058823529413,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1177,1966,49618.0,1,1,2013-01-26,77,80,3,26,4.0,2,14.0,4,3,1,3,7,0,0,0,0,0,0,3,11,0,59,59,1.42,2,3,129.0,7,0,18.428571428571427,10,0.5714285714285714,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7141,1986,21888.0,1,0,2012-12-29,15,88,10,46,2.0,3,64.0,4,5,1,2,10,0,0,0,0,0,0,3,11,1,39,39,1.5,1,2,213.0,8,0,26.625,15,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
7232,1973,42429.0,0,1,2014-02-11,99,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0,52,52,0.38,1,2,67.0,5,0,13.4,6,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
8477,1956,26150.0,2,1,2013-03-11,61,5,1,13,3.0,5,1.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,69,69,1.3,3,4,28.0,4,0,7.0,8,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2457,1975,30801.0,0,1,2012-10-26,23,8,4,5,15.0,2,11.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50,50,1.67,1,2,45.0,4,0,11.25,8,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
988,1965,81168.0,0,0,2014-05-07,84,410,0,556,120.5,22,22.0,1,6,4,7,3,0,0,0,1,0,0,3,11,0,60,60,0.15,0,1,1130.5,17,1,66.5,9,0.058823529411764705,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7930,1969,26877.0,0,0,2013-08-19,74,101,13,76,20.0,18,40.0,2,3,1,6,6,0,0,0,0,0,0,3,11,0,56,56,0.86,0,1,268.0,10,0,26.8,9,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4587,1944,45006.0,0,0,2013-07-18,90,162,25,53,16.0,0,10.0,1,3,1,7,3,0,0,0,0,0,0,3,11,0,81,81,0.95,0,1,266.0,11,0,24.181818181818183,6,0.09090909090909091,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
6682,1973,18978.0,1,0,2012-12-11,41,2,8,1,4.0,7,15.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,52,1.55,1,2,37.0,4,0,9.25,9,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6222,1967,22574.0,2,1,2013-10-28,28,25,0,8,2.0,0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,58,58,0.67,3,4,37.0,5,0,7.4,9,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
10299,1969,48240.0,0,0,2012-11-09,73,389,81,248,64.0,49,41.0,3,6,3,13,5,0,0,0,0,0,0,3,11,1,56,56,1.63,0,1,872.0,22,0,39.63636363636363,11,0.13636363636363635,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3083,1974,45837.0,1,1,2013-07-26,88,215,13,87,17.0,17,24.0,5,6,2,5,7,0,0,0,0,0,0,3,11,0,51,51,0.93,2,3,373.0,13,0,28.692307692307693,13,0.38461538461538464,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
8953,1965,35791.0,2,1,2013-05-06,94,27,0,5,0.0,0,3.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0,60,60,1.15,3,4,35.0,4,0,8.75,9,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1503,1976,117418.0,1,1,2013-06-03,31,85,1,16,2.0,1,2.0,0,0,0,1,1,0,0,0,0,0,0,3,11,0,49,49,1.07,2,3,107.0,1,0,107.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8650,1978,54162.0,1,1,2013-03-18,31,5,6,10,6.0,5,10.0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,47,47,1.28,2,3,42.0,4,0,10.5,5,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
10862,1960,30522.0,0,1,2012-08-17,6,179,8,83,19.0,11,26.0,5,1,2,9,2,0,0,0,0,0,0,3,11,0,65,65,1.86,1,2,326.0,12,0,27.166666666666668,3,0.4166666666666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2782,1961,54456.0,0,1,2013-07-11,23,352,0,27,10.0,0,15.0,3,6,1,7,6,0,0,0,0,0,0,3,11,0,64,64,0.97,1,2,404.0,14,0,28.857142857142858,12,0.21428571428571427,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6941,1971,31632.0,0,0,2013-07-14,92,17,8,12,11.0,15,32.0,1,2,1,2,7,0,0,0,0,0,0,3,11,0,54,54,0.96,0,1,95.0,5,0,19.0,9,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10972,1949,72298.0,0,0,2014-03-10,52,625,35,169,58.0,17,35.0,1,4,3,6,1,0,1,1,0,0,0,3,11,0,76,76,0.3,0,1,939.0,13,2,72.23076923076923,5,0.07692307692307693,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
10708,1978,36975.0,1,0,2013-12-28,50,10,6,11,0.0,4,2.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,47,0.5,1,2,33.0,4,0,8.25,8,0.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6583,1955,72635.0,0,0,2013-06-03,54,390,22,323,104.0,35,107.0,1,6,8,6,3,0,0,0,1,0,0,3,11,0,70,70,1.07,0,1,981.0,20,1,49.05,9,0.05,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3641,1976,13624.0,1,0,2013-01-20,93,10,2,15,2.0,1,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,49,49,1.44,1,2,36.0,5,0,7.2,8,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10156,1975,84196.0,0,1,2013-06-03,56,215,63,507,120.5,31,126.5,1,8,4,7,3,0,0,0,0,0,0,3,11,0,50,50,1.07,1,2,1063.0,19,0,55.94736842105263,11,0.05263157894736842,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4299,1960,70971.0,0,1,2012-09-21,28,1001,17,556,93.0,81,17.0,7,11,11,5,7,0,0,0,0,0,0,3,11,1,65,65,1.77,1,2,1765.0,27,0,65.37037037037037,18,0.25925925925925924,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3469,1977,34487.0,1,1,2012-09-06,94,19,18,33,24.0,1,8.0,3,3,0,3,9,0,0,0,0,0,0,3,11,0,48,48,1.81,2,3,103.0,6,0,17.166666666666668,12,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5063,1977,28769.0,1,0,2012-12-18,76,41,5,129,10.0,3,3.0,3,4,1,4,9,0,0,0,0,0,0,3,11,0,48,48,1.53,1,2,191.0,9,0,21.22222222222222,13,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
10727,1970,69084.0,1,0,2013-11-19,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,0,0,0,0,0,0,3,11,0,55,55,0.61,1,2,1560.0,23,0,67.82608695652173,15,0.08695652173913043,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9624,1958,65488.0,0,0,2014-06-13,46,603,45,207,36.0,18,54.0,1,3,4,6,1,0,0,0,0,0,0,3,11,0,67,67,0.04,0,1,963.0,13,0,74.07692307692308,4,0.07692307692307693,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5156,1970,62466.0,0,1,2014-01-15,13,129,81,259,120.5,81,83.0,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,55,0.45,1,2,753.5,21,0,35.88095238095238,10,0.23809523809523808,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4376,1960,32218.0,0,0,2014-02-15,27,10,24,15,13.0,1,30.0,1,2,1,3,7,1,0,0,0,0,0,3,11,1,65,65,0.37,0,1,93.0,6,1,15.5,9,0.16666666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8923,1973,83917.0,0,0,2013-04-18,12,514,22,556,42.0,81,79.0,1,6,7,7,3,0,0,0,0,0,0,3,11,1,52,52,1.2,0,1,1294.0,20,0,64.7,9,0.05,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8461,1962,46102.0,2,1,2014-03-10,3,14,0,1,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,63,63,0.3,3,4,16.0,3,0,5.333333333333333,8,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6945,1952,84574.0,0,0,2013-06-04,72,387,20,556,38.0,54,126.5,1,9,11,11,5,0,0,0,0,0,0,3,11,0,73,73,1.07,0,1,1181.5,31,0,38.11290322580645,14,0.03225806451612903,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
944,1962,56181.0,0,1,2013-01-08,6,121,81,69,8.0,44,48.0,1,4,2,7,4,0,0,0,0,0,0,3,11,0,63,63,1.47,1,2,371.0,13,0,28.53846153846154,8,0.07692307692307693,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1907,1950,63120.0,0,1,2012-09-28,53,965,69,279,54.0,41,69.0,5,8,4,9,7,0,0,0,0,0,0,3,11,1,75,75,1.75,1,2,1477.0,21,0,70.33333333333333,15,0.23809523809523808,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
701,1971,73691.0,0,1,2013-11-06,58,707,21,250,85.0,43,73.0,2,6,2,8,2,1,0,0,0,0,0,3,11,0,54,54,0.64,1,2,1179.0,16,1,73.6875,8,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3856,1960,63381.0,0,1,2012-10-05,78,571,50,142,33.0,50,126.5,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,65,1.73,1,2,972.5,22,0,44.20454545454545,6,0.18181818181818182,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4149,1948,76140.0,0,0,2014-05-13,57,586,66,556,17.0,0,26.0,1,5,9,6,2,0,0,0,0,0,0,3,11,0,77,77,0.13,0,1,1251.0,20,0,62.55,7,0.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2131,1959,62859.0,0,1,2012-12-30,37,1063,81,102,16.0,12,25.0,4,9,4,6,6,0,0,0,0,0,0,3,11,0,66,66,1.49,1,2,1299.0,19,0,68.36842105263158,15,0.21052631578947367,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2942,1964,45906.0,0,1,2013-05-07,20,305,3,27,4.0,3,126.5,2,5,4,4,5,1,0,0,0,0,0,3,11,0,61,61,1.14,1,2,468.5,13,1,36.03846153846154,10,0.15384615384615385,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1173,1947,77632.0,0,0,2013-03-10,73,1200,81,556,0.0,42,126.5,1,4,2,6,2,0,1,1,0,0,0,3,11,1,78,78,1.3,0,1,2005.5,12,2,167.125,6,0.08333333333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
