ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Age,Customer_Tenure_Years,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8.0,4,19.0,1,3,1,6,4,0,0,0,0,0,0,3,11,0,55,55,0.54,1,2,235.0,10,0,23.5,7,0.1,Store,Wine,Highly Active
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119.0,50,50.0,3,7,6,12,4,0,0,0,0,0,0,3,11,0,48,48,0.1,1,2,1092.0,25,0,43.68,11,0.12,Store,Wine,Moderately Active
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41.0,31,126.5,2,7,1,7,5,0,0,0,0,0,0,3,11,0,67,67,0.78,1,2,579.5,15,0,38.63333333333333,12,0.13333333333333333,Web,Wine,Highly Active
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,556,120.5,81,38.0,0,4,6,9,1,0,1,0,0,0,0,3,11,0,65,65,0.36,0,1,1814.5,19,1,95.5,5,0.0,Store,Wine,Highly Active
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6.0,3,6.0,2,1,0,3,9,0,0,0,0,0,0,3,11,0,40,40,1.84,1,2,48.0,4,0,12.0,10,0.5,Store,Meat,Moderately Active
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29.0,80,11.0,5,9,6,12,6,0,0,0,0,0,0,3,11,0,51,51,1.88,1,2,1174.0,27,0,43.48148148148148,15,0.18518518518518517,Store,Wine,Inactive
4725,1950,Phd,Together,50616.0,0,1,2014-04-13,71,30,2,25,0.0,1,9.0,1,1,1,4,2,0,0,0,0,0,0,3,11,0,75,75,0.21,1,2,67.0,6,0,11.166666666666666,3,0.16666666666666666,Store,Wine,Inactive
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26.0,0,17.0,2,7,1,5,8,0,0,0,0,0,0,3,11,0,70,70,1.9,1,2,365.0,13,0,28.076923076923077,15,0.15384615384615385,Web,Wine,Highly Active
5555,1975,Graduation,Divorced,117418.0,0,0,2014-02-07,81,1,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,50,50,0.39,0,1,6.0,0,0,0.0,0,0.0,Web,Wine,Inactive
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2.0,6,15.0,2,3,1,4,6,0,0,0,0,0,0,3,11,0,72,72,0.48,1,2,165.0,8,0,20.625,9,0.25,Store,Wine,Inactive
946,1958,2N Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21.0,20,25.0,2,3,1,5,6,0,0,0,0,0,0,3,11,0,67,67,1.77,0,1,210.0,9,0,23.333333333333332,9,0.2222222222222222,Store,Meat,Inactive
3867,1947,Phd,Together,73059.0,0,1,2013-08-31,36,410,81,420,0.0,81,71.0,1,9,3,13,4,0,0,0,0,0,0,3,11,0,78,78,0.83,1,2,1063.0,25,0,42.52,13,0.04,Store,Meat,Moderately Active
6940,1966,Phd,Single,46734.0,1,2,2013-10-21,86,100,1,39,6.0,1,76.0,4,3,2,3,6,1,0,0,0,0,0,3,11,0,59,59,0.69,3,4,223.0,8,1,27.875,9,0.5,Web,Wine,Inactive
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7.0,11,5.0,4,7,2,9,6,0,0,0,0,0,0,3,11,0,62,62,1.56,1,2,597.0,18,0,33.166666666666664,13,0.2222222222222222,Store,Wine,Inactive
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0.0,2,6.0,1,0,0,3,7,0,0,0,0,0,0,3,11,0,40,40,0.62,1,2,22.0,3,0,7.333333333333333,7,0.3333333333333333,Store,Fruits,Inactive
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104.0,81,126.5,1,6,4,13,4,0,0,0,0,0,0,3,11,0,50,50,0.51,1,2,1022.5,23,0,44.45652173913044,10,0.043478260869565216,Store,Wine,Inactive
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41.0,7,11.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,45,45,1.81,0,1,74.0,5,0,14.8,10,0.2,Store,Fish,Highly Active
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6.0,2,2.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,69,69,1.49,0,1,26.0,4,0,6.5,7,0.25,Store,Meat,Inactive
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23.0,4,19.0,1,1,1,2,8,0,0,0,0,0,0,3,11,0,66,66,1.5,0,1,60.0,4,0,15.0,9,0.25,Store,Fish,Inactive
8754,1974,Phd,Together,45068.0,0,1,2013-05-16,25,14,0,3,0.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,51,1.12,1,2,20.0,3,0,6.666666666666667,8,0.3333333333333333,Store,Wine,Highly Active
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19.0,3,15.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,38,0.76,1,2,59.0,5,0,11.8,8,0.4,Store,Fish,Moderately Active
11007,1968,Phd,Married,29187.0,1,0,2013-05-09,43,26,0,6,0.0,0,2.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,57,57,1.14,1,2,34.0,4,0,8.5,9,0.25,Store,Wine,Moderately Active
7426,1971,2N Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7.0,9,18.0,3,3,1,5,3,0,0,0,0,0,0,3,11,0,54,54,0.64,2,3,198.0,9,0,22.0,6,0.3333333333333333,Store,Wine,Inactive
9153,1964,Phd,Married,59304.0,0,1,2013-07-29,81,418,61,428,80.0,51,10.0,3,7,8,10,5,0,0,0,0,0,0,3,11,0,61,61,0.92,1,2,1048.0,25,0,41.92,12,0.12,Store,Meat,Inactive
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19.0,14,83.0,5,5,2,9,6,0,0,0,0,0,0,3,11,0,63,63,0.64,2,3,574.0,16,0,35.875,11,0.3125,Store,Wine,Inactive
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,81,194,58.0,81,126.5,4,4,3,6,3,0,0,0,0,0,0,3,11,0,55,55,1.79,1,2,911.5,13,0,70.11538461538461,7,0.3076923076923077,Store,Wine,Moderately Active
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69.0,81,59.0,2,6,4,8,4,0,0,0,0,0,0,3,11,0,45,45,0.53,1,2,650.0,18,0,36.111111111111114,10,0.1111111111111111,Store,Wine,Moderately Active
2920,1975,Phd,Single,52614.0,0,1,2012-12-01,63,789,0,142,12.0,9,38.0,2,2,4,8,8,0,0,0,0,0,0,3,11,0,50,50,1.57,1,2,990.0,14,0,70.71428571428571,10,0.14285714285714285,Store,Wine,Inactive
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0.0,3,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,51,0.1,2,3,11.0,3,0,3.6666666666666665,9,0.3333333333333333,Store,Meat,Highly Active
4673,1963,Phd,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32.0,12,36.0,3,10,3,5,5,0,0,0,1,0,0,3,11,1,62,62,1.66,1,2,1241.0,18,1,68.94444444444444,15,0.16666666666666666,Web,Wine,Highly Active
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25.0,43,91.0,1,2,2,12,1,0,0,0,0,0,0,3,11,0,46,46,0.49,0,1,576.0,16,0,36.0,3,0.0625,Store,Wine,Inactive
8779,1985,2N Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17.0,1,18.0,4,4,1,3,9,1,0,0,0,0,0,3,11,1,40,40,1.03,1,2,172.0,8,1,21.5,13,0.5,Web,Meat,Highly Active
9596,1980,Phd,Single,65295.0,0,0,2013-12-23,19,365,32,117,34.0,81,6.0,1,3,3,13,2,0,0,0,0,0,0,3,11,0,45,45,0.51,0,1,635.0,19,0,33.421052631578945,5,0.05263157894736842,Store,Wine,Highly Active
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10.0,23,126.5,2,8,9,4,6,0,0,0,0,0,0,3,11,0,62,62,0.7,1,2,900.5,21,0,42.88095238095238,14,0.09523809523809523,Catalog,Wine,Moderately Active
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,81,384,120.5,81,115.0,1,11,5,13,7,0,0,0,0,0,0,3,11,0,58,58,1.83,0,1,1913.5,29,0,65.98275862068965,18,0.034482758620689655,Store,Wine,Inactive
75,1982,2N Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,120.5,61,45.0,1,8,1,5,8,0,0,0,0,0,0,3,11,0,43,43,0.93,0,1,408.5,14,0,29.178571428571427,16,0.07142857142857142,Web,Meat,Moderately Active
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6.0,6,41.0,2,3,1,6,5,0,0,0,0,0,0,3,11,0,70,70,0.68,1,2,257.0,10,0,25.7,8,0.2,Store,Wine,Inactive
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28.0,32,54.0,1,2,8,6,1,0,0,0,0,0,0,3,11,0,58,58,0.53,0,1,1146.0,16,0,71.625,3,0.0625,Catalog,Wine,Inactive
10142,1976,Phd,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47.0,48,78.0,2,5,2,11,4,0,0,0,0,0,0,3,11,0,49,49,1.31,1,2,689.0,18,0,38.27777777777778,9,0.1111111111111111,Store,Wine,Inactive
9826,1972,Phd,Single,86857.0,0,0,2012-09-12,96,899,81,556,120.5,81,40.0,1,5,6,10,2,0,0,0,0,0,0,3,11,1,53,53,1.79,0,1,1777.5,21,0,84.64285714285714,7,0.047619047619047616,Store,Wine,Inactive
1501,1982,Phd,Married,117418.0,0,0,2012-08-04,21,55,16,556,17.0,3,4.0,15,0,28,1,0,0,0,0,0,0,0,3,11,0,43,43,1.9,0,1,651.0,29,0,22.448275862068964,0,0.5172413793103449,Catalog,Meat,Highly Active
10767,1989,Phd,Together,77845.0,0,0,2014-05-16,40,760,40,480,0.0,40,26.0,1,3,5,12,1,0,0,1,1,0,0,3,11,0,36,36,0.12,0,1,1346.0,20,2,67.3,4,0.05,Store,Wine,Moderately Active
7279,1969,Phd,Together,69476.0,0,0,2013-09-30,3,260,81,556,63.0,9,67.0,1,4,6,4,2,0,0,0,0,0,0,3,11,0,56,56,0.74,0,1,1036.0,14,0,74.0,6,0.07142857142857142,Catalog,Meat,Highly Active
7230,1960,Phd,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6.0,0,4.0,6,4,5,7,6,0,1,0,0,0,0,3,11,1,65,65,1.73,1,2,493.0,16,1,30.8125,10,0.375,Store,Wine,Inactive
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119.0,49,99.0,1,5,3,4,2,0,0,0,0,0,0,3,11,0,55,55,0.84,0,1,957.0,12,0,79.75,7,0.08333333333333333,Web,Wine,Inactive
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17.0,11,80.0,3,1,4,4,3,0,0,0,0,0,0,3,11,0,67,67,0.96,1,2,270.0,9,0,30.0,4,0.3333333333333333,Catalog,Meat,Inactive
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3.0,7,10.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,73,73,0.65,0,1,29.0,4,0,7.25,7,0.25,Store,Gold,Highly Active
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0.0,2,31.0,3,2,2,2,7,0,0,0,0,0,0,3,11,1,76,76,1.08,2,3,121.0,6,0,20.166666666666668,9,0.5,Web,Wine,Highly Active
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3.0,3,6.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0,64,64,0.93,2,3,126.0,7,0,18.0,5,0.14285714285714285,Store,Wine,Inactive
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2.0,0,4.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,30,30,0.26,0,1,23.0,3,0,7.666666666666667,7,0.3333333333333333,Store,Meat,Inactive
2868,1949,Phd,Single,26518.0,1,1,2013-04-08,33,20,1,28,3.0,3,2.0,3,2,0,3,8,0,0,0,0,0,0,3,11,1,76,76,1.22,2,3,57.0,5,0,11.4,10,0.6,Store,Meat,Moderately Active
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62.0,81,29.0,2,8,4,6,6,0,0,0,0,0,0,3,11,0,64,64,0.65,0,1,634.0,18,0,35.22222222222222,14,0.1111111111111111,Web,Wine,Moderately Active
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104.0,22,34.0,1,10,7,10,4,0,0,0,1,0,0,3,11,0,65,65,0.22,0,1,1004.0,27,1,37.18518518518518,14,0.037037037037037035,Web,Wine,Highly Active
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33.0,26,34.0,3,9,3,5,4,0,0,0,0,0,0,3,11,0,52,52,0.78,1,2,734.0,17,0,43.1764705882353,13,0.17647058823529413,Web,Wine,Inactive
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,81,177,15.0,64,23.0,2,8,2,8,4,0,0,0,0,0,0,3,11,0,47,47,0.3,2,3,572.0,18,0,31.77777777777778,12,0.1111111111111111,Web,Wine,Highly Active
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0.0,12,126.5,3,5,2,11,8,1,0,0,0,0,0,3,11,0,47,47,0.38,1,2,1337.5,18,1,74.30555555555556,13,0.16666666666666666,Store,Wine,Highly Active
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21.0,16,16.0,1,3,4,7,1,0,1,1,1,0,0,3,11,1,37,37,0.17,0,1,1621.0,14,3,115.78571428571429,4,0.07142857142857142,Store,Wine,Highly Active
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16.0,14,5.0,3,4,1,4,7,0,0,0,0,0,0,3,11,0,57,57,0.51,1,2,187.0,9,0,20.77777777777778,11,0.3333333333333333,Web,Wine,Highly Active
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52.0,81,93.0,2,8,4,8,4,1,0,1,0,0,0,3,11,0,39,39,1.46,1,2,1417.0,20,2,70.85,12,0.1,Web,Wine,Inactive
4472,1970,Phd,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6.0,2,18.0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,55,55,0.01,1,2,57.0,5,0,11.4,3,0.2,Store,Wine,Moderately Active
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16.0,6,30.0,2,9,3,6,8,0,0,0,0,0,0,3,11,0,74,74,1.22,1,2,637.0,18,0,35.388888888888886,17,0.1111111111111111,Web,Wine,Inactive
3336,1948,Phd,Together,66375.0,0,1,2013-11-21,96,712,0,45,0.0,0,126.5,3,2,4,5,7,1,0,0,0,0,0,3,11,0,77,77,0.6,1,2,883.5,11,1,80.31818181818181,9,0.2727272727272727,Store,Wine,Inactive
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2.0,2,18.0,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54,54,1.46,1,2,59.0,4,1,14.75,8,0.25,Store,Wine,Highly Active
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2.0,2,6.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,39,39,0.96,1,2,18.0,3,0,6.0,9,0.3333333333333333,Store,Gold,Highly Active
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32.0,0,66.0,4,7,5,10,5,0,0,0,0,0,0,3,11,0,60,60,1.69,1,2,903.0,22,0,41.04545454545455,12,0.18181818181818182,Store,Wine,Moderately Active
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19.0,14,42.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0,50,50,1.35,1,2,112.0,6,0,18.666666666666668,8,0.3333333333333333,Store,Gold,Highly Active
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21.0,21,49.0,3,5,4,8,4,0,0,0,0,0,0,3,11,0,72,72,1.13,0,1,596.0,17,0,35.05882352941177,9,0.17647058823529413,Store,Wine,Moderately Active
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43.0,8,4.0,3,4,1,5,7,0,0,0,0,0,0,3,11,0,43,43,0.89,1,2,233.0,10,0,23.3,11,0.3,Store,Wine,Inactive
10479,1975,Phd,Married,76618.0,0,0,2012-12-07,64,749,40,294,120.5,81,126.5,1,3,2,5,1,0,0,0,0,0,0,3,11,0,50,50,1.56,0,1,1411.0,10,0,141.1,4,0.1,Store,Wine,Inactive
3619,1960,2N Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63.0,81,80.0,1,5,3,8,2,0,0,1,0,0,0,3,11,1,65,65,1.76,0,1,1095.0,16,1,68.4375,7,0.0625,Store,Meat,Highly Active
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7.0,5,5.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,47,1.38,1,2,48.0,5,0,9.6,9,0.4,Store,Meat,Moderately Active
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0.0,81,126.5,6,11,5,9,6,0,0,0,0,0,0,3,11,0,55,55,1.25,1,2,1096.5,25,0,43.86,17,0.24,Web,Wine,Inactive
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,67,67,0.25,2,3,21.0,3,0,7.0,8,0.3333333333333333,Store,Wine,Highly Active
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0.0,28,9.0,2,5,4,5,4,0,0,0,0,0,0,3,11,0,60,60,1.52,1,2,965.0,14,0,68.92857142857143,9,0.14285714285714285,Web,Wine,Highly Active
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28.0,28,126.5,1,11,1,8,7,0,0,0,0,0,0,3,11,0,71,71,1.16,0,1,840.5,20,0,42.025,18,0.05,Web,Wine,Inactive
4329,1984,Phd,Married,18988.0,1,0,2014-05-23,43,6,0,6,2.0,1,1.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0,41,41,0.1,1,2,16.0,4,0,4.0,8,0.5,Store,Wine,Moderately Active
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,81,556,120.5,81,126.5,1,5,6,4,3,0,0,0,0,0,0,3,11,0,60,60,1.37,0,1,1562.0,15,0,104.13333333333334,8,0.06666666666666667,Catalog,Wine,Inactive
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13.0,7,32.0,5,4,1,2,9,1,0,0,0,0,0,3,11,1,49,49,1.91,1,2,71.0,7,1,10.142857142857142,13,0.7142857142857143,Web,Gold,Highly Active
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0.0,0,4.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,59,59,0.06,1,2,65.0,5,0,13.0,8,0.2,Store,Wine,Inactive
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,556,80.0,76,48.0,1,6,5,12,2,0,0,0,1,0,0,3,11,0,70,70,0.6,0,1,1230.0,23,1,53.47826086956522,8,0.043478260869565216,Store,Meat,Inactive
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,81,218,120.5,58,126.5,1,3,8,11,1,0,0,0,0,0,0,3,11,0,49,49,0.42,0,1,898.0,22,0,40.81818181818182,4,0.045454545454545456,Store,Wine,Moderately Active
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10.0,3,26.0,7,6,3,5,7,0,0,0,0,0,0,3,11,0,60,60,0.71,3,4,411.0,14,0,29.357142857142858,13,0.5,Web,Wine,Moderately Active
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59.0,28,126.5,1,11,6,8,4,0,0,1,0,0,0,3,11,0,34,34,1.2,0,1,779.5,25,1,31.18,15,0.04,Web,Wine,Highly Active
5329,1949,Phd,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0.0,0,0.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,76,76,0.75,2,3,11.0,3,0,3.6666666666666665,5,0.3333333333333333,Store,Wine,Highly Active
610,1953,Phd,Together,53593.0,1,1,2012-08-07,60,349,4,78,6.0,0,43.0,8,7,2,6,8,0,0,0,0,0,0,3,11,0,72,72,1.89,2,3,480.0,15,0,32.0,15,0.5333333333333333,Web,Wine,Moderately Active
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12.0,24,109.0,7,4,2,10,3,0,0,0,0,0,0,3,11,0,47,47,1.05,2,3,606.0,16,0,37.875,7,0.4375,Store,Wine,Moderately Active
5956,1948,Phd,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7.0,2,30.0,5,6,1,4,8,0,0,0,0,0,0,3,11,0,77,77,0.7,3,4,284.0,11,0,25.818181818181817,14,0.45454545454545453,Web,Wine,Inactive
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37.0,28,42.0,3,4,3,4,5,0,1,1,1,0,0,3,11,0,52,52,0.72,2,3,1472.0,11,3,133.8181818181818,9,0.2727272727272727,Web,Wine,Highly Active
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,556,43.0,50,0.0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,76,76,0.17,0,1,1616.0,25,3,64.64,6,0.04,Store,Wine,Moderately Active
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,120.5,81,126.5,2,8,5,4,4,0,0,0,0,0,0,3,11,0,52,52,1.25,1,2,1180.0,17,0,69.41176470588235,12,0.11764705882352941,Web,Wine,Inactive
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55.0,18,21.0,1,4,1,7,2,0,0,0,0,0,0,3,11,0,73,73,0.07,1,2,334.0,12,0,27.833333333333332,6,0.08333333333333333,Store,Wine,Highly Active
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7.0,4,6.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,36,36,1.28,1,2,18.0,3,0,6.0,8,0.3333333333333333,Store,Fish,Moderately Active
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,81,497,78.0,24,97.0,2,7,5,6,4,0,0,0,0,0,0,3,11,0,56,56,1.89,1,2,1286.0,18,0,71.44444444444444,11,0.1111111111111111,Web,Wine,Highly Active
5682,1953,Phd,Single,64108.0,0,1,2013-03-23,8,948,10,86,13.0,21,21.0,4,6,9,11,5,0,0,0,0,0,0,3,11,0,72,72,1.27,1,2,1099.0,26,0,42.26923076923077,11,0.15384615384615385,Store,Wine,Highly Active
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4.0,3,24.0,2,3,0,3,8,0,0,0,0,0,0,3,11,0,69,69,1.31,2,3,97.0,6,0,16.166666666666668,11,0.3333333333333333,Web,Wine,Highly Active
5237,1950,Phd,Single,48767.0,1,2,2014-01-01,79,28,1,21,3.0,0,10.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0,75,75,0.49,3,4,63.0,6,0,10.5,7,0.5,Store,Wine,Inactive
7761,1978,2N Cycle,Together,38702.0,1,0,2013-08-01,71,13,11,24,13.0,8,40.0,2,3,0,4,6,0,0,0,0,0,0,3,11,0,47,47,0.91,1,2,109.0,7,0,15.571428571428571,9,0.2857142857142857,Store,Gold,Inactive
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,120.5,31,40.0,1,6,9,5,3,0,0,0,1,0,0,3,11,0,61,61,0.42,0,1,884.5,20,1,44.225,9,0.05,Catalog,Meat,Inactive
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75.0,31,126.5,1,4,4,11,1,0,0,1,0,0,0,3,11,0,73,73,1.13,0,1,1509.5,19,1,79.44736842105263,5,0.05263157894736842,Store,Wine,Moderately Active
7235,1975,2N Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4.0,8,7.0,3,2,0,4,5,0,0,0,0,0,0,3,11,0,50,50,0.55,1,2,38.0,6,0,6.333333333333333,7,0.5,Store,Meat,Moderately Active
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,120.5,81,44.0,1,3,8,12,1,0,0,0,0,0,0,3,11,0,30,30,0.31,0,1,917.5,23,0,39.891304347826086,4,0.043478260869565216,Store,Meat,Highly Active
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0.0,3,11.0,1,1,0,2,7,1,0,0,0,0,0,3,11,0,55,55,0.79,1,2,28.0,3,1,9.333333333333334,8,0.3333333333333333,Store,Gold,Moderately Active
4073,1954,2N Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15.0,34,65.0,1,10,10,7,6,1,0,0,0,0,0,3,11,1,71,71,0.41,0,1,1215.0,27,1,45.0,16,0.037037037037037035,Web,Wine,Highly Active
6974,1972,Phd,Together,83443.0,0,0,2013-12-31,89,518,42,556,55.0,56,84.0,1,6,10,5,2,0,0,0,0,0,0,3,11,0,53,53,0.49,0,1,1311.0,21,0,62.42857142857143,8,0.047619047619047616,Catalog,Meat,Inactive
7938,1958,Phd,Together,51518.0,0,1,2013-10-03,92,350,8,66,17.0,4,4.0,2,3,2,10,3,0,0,0,0,0,0,3,11,0,67,67,0.74,1,2,449.0,15,0,29.933333333333334,6,0.13333333333333333,Store,Wine,Inactive
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104.0,81,126.5,1,6,4,13,4,0,0,0,0,0,0,3,11,0,50,50,0.51,1,2,1022.5,23,0,44.45652173913044,10,0.043478260869565216,Store,Wine,Inactive
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,81,556,41.0,27,44.0,1,8,5,11,8,0,1,1,1,0,0,3,11,1,56,56,1.33,0,1,1527.0,24,3,63.625,16,0.041666666666666664,Store,Wine,Highly Active
7723,1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,81,374,104.0,80,80.0,1,8,6,6,3,0,0,0,0,0,0,3,11,0,46,46,0.16,0,1,1428.0,20,0,71.4,11,0.05,Web,Wine,Moderately Active
3870,1978,2N Cycle,Together,63855.0,0,0,2013-02-09,28,359,35,314,93.0,81,89.0,1,7,3,13,4,0,0,0,0,0,0,3,11,0,47,47,1.38,0,1,971.0,23,0,42.21739130434783,11,0.043478260869565216,Store,Wine,Highly Active
