Customer_Age,Income,Total_Children,Family_Size,Total_Spending,Average_Spending_per_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Campaign_Acceptance,Response,Digital_Engagement,NumWebVisitsMonth,Recency,Customer_Tenure_Years,Deal_Dependency,NumDealsPurchases
51,45207.0,2,3,215.0,21.5,203,0,10,0.0,0,2.0,10,3,1,6,1,0,9,6,64,1.63,0.5,5
74,40689.0,1,2,444.0,34.15384615384615,270,3,27,39.0,6,99.0,13,7,1,5,0,0,15,8,69,1.28,0.5384615384615384,7
58,47821.0,2,3,47.0,11.75,9,0,16,6.0,6,10.0,4,1,0,3,0,0,9,8,54,0.69,0.25,1
74,27450.0,0,1,143.0,23.833333333333332,37,12,23,8.0,11,52.0,6,2,1,3,0,0,9,7,57,1.2,0.16666666666666666,1
42,39453.0,1,2,55.0,11.0,46,0,7,0.0,0,2.0,5,2,0,3,0,0,8,6,64,0.24,0.4,2
54,26850.0,2,3,63.0,9.0,31,1,13,7.0,2,9.0,7,2,1,4,0,0,6,4,10,0.2,0.5714285714285714,4
70,79800.0,0,1,1769.5,84.26190476190476,1060,21,530,32.0,0,126.5,21,5,11,5,3,1,8,3,65,1.76,0.047619047619047616,1
64,61794.0,1,2,611.0,33.94444444444444,264,47,188,54.0,47,11.0,18,4,4,10,0,0,6,2,74,0.79,0.1111111111111111,2
70,53863.0,1,2,473.0,31.533333333333335,399,4,30,6.0,4,30.0,15,7,1,7,1,0,14,7,4,0.12,0.2,3
66,24221.0,0,1,55.0,11.0,8,9,9,2.0,5,22.0,5,1,1,3,0,0,5,4,94,0.86,0.2,1
41,39684.0,1,2,81.0,16.2,19,0,35,6.0,4,17.0,5,2,1,2,0,1,9,7,41,1.71,0.4,2
50,92163.0,0,1,1661.0,79.0952380952381,817,81,556,106.0,81,20.0,21,5,11,5,2,1,7,2,25,1.54,0.0,0
60,69882.0,0,1,1257.0,66.15789473684211,292,81,556,120.5,81,126.5,19,3,7,9,0,0,4,1,94,0.63,0.05263157894736842,1
48,33178.0,1,2,49.0,12.25,12,6,2,11.0,2,16.0,4,1,0,3,0,0,5,4,9,0.41,0.25,1
53,59973.0,0,1,382.0,27.285714285714285,130,30,168,20.0,34,0.0,14,3,4,7,0,0,4,1,47,0.8,0.07142857142857142,1
50,17459.0,1,2,69.0,11.5,6,4,16,3.0,10,30.0,6,3,1,2,0,1,10,7,12,0.77,0.5,3
56,23910.0,1,2,67.0,13.4,16,12,18,7.0,1,13.0,5,2,0,3,0,0,9,7,80,1.67,0.2,1
56,42169.0,2,3,30.0,7.5,19,0,9,0.0,0,2.0,4,1,0,3,0,0,9,8,20,0.69,0.5,2
47,26224.0,1,2,63.0,10.5,4,7,15,13.0,9,15.0,6,2,1,3,0,0,8,6,39,1.07,0.5,3
44,31089.0,1,2,79.0,11.285714285714286,31,3,31,2.0,8,4.0,7,3,0,4,0,0,11,8,57,1.86,0.42857142857142855,3
64,30081.0,1,2,42.0,10.5,36,0,2,0.0,0,4.0,4,1,0,3,0,0,8,7,27,1.35,0.25,1
65,62807.0,1,2,819.0,40.95,526,28,135,10.0,21,99.0,20,5,3,12,0,0,10,5,83,1.83,0.15,3
70,72906.0,0,1,1151.0,71.9375,400,32,519,71.0,75,54.0,16,3,4,9,0,0,4,1,79,0.78,0.0625,1
77,61467.0,2,3,594.0,34.94117647058823,410,16,114,0.0,5,49.0,17,5,2,10,0,0,10,5,69,1.55,0.17647058823529413,3
59,49618.0,2,3,129.0,18.428571428571427,80,3,26,4.0,2,14.0,7,3,1,3,0,0,10,7,77,1.42,0.5714285714285714,4
39,21888.0,1,2,213.0,26.625,88,10,46,2.0,3,64.0,8,5,1,2,0,1,15,10,15,1.5,0.5,4
52,42429.0,1,2,67.0,13.4,55,0,6,2.0,0,4.0,5,1,1,3,0,0,6,5,99,0.38,0.4,2
69,26150.0,3,4,28.0,7.0,5,1,13,3.0,5,1.0,4,1,0,3,0,0,8,7,61,1.3,0.25,1
50,30801.0,1,2,45.0,11.25,8,4,5,15.0,2,11.0,4,1,0,3,0,0,8,7,23,1.67,0.5,2
60,81168.0,0,1,1130.5,66.5,410,0,556,120.5,22,22.0,17,6,4,7,1,0,9,3,84,0.15,0.058823529411764705,1
56,26877.0,0,1,268.0,26.8,101,13,76,20.0,18,40.0,10,3,1,6,0,0,9,6,74,0.86,0.2,2
81,45006.0,0,1,266.0,24.181818181818183,162,25,53,16.0,0,10.0,11,3,1,7,0,0,6,3,90,0.95,0.09090909090909091,1
52,18978.0,1,2,37.0,9.25,2,8,1,4.0,7,15.0,4,1,0,3,0,0,9,8,41,1.55,0.25,1
58,22574.0,3,4,37.0,7.4,25,0,8,2.0,0,2.0,5,2,0,3,0,0,9,7,28,0.67,0.4,2
56,48240.0,0,1,872.0,39.63636363636363,389,81,248,64.0,49,41.0,22,6,3,13,0,1,11,5,73,1.63,0.13636363636363635,3
51,45837.0,2,3,373.0,28.692307692307693,215,13,87,17.0,17,24.0,13,6,2,5,0,0,13,7,88,0.93,0.38461538461538464,5
60,35791.0,3,4,35.0,8.75,27,0,5,0.0,0,3.0,4,1,0,3,0,0,9,8,94,1.15,0.5,2
49,117418.0,2,3,107.0,107.0,85,1,16,2.0,1,2.0,1,0,0,1,0,0,1,1,31,1.07,0.0,0
47,54162.0,2,3,42.0,10.5,5,6,10,6.0,5,10.0,4,1,0,3,0,0,5,4,31,1.28,0.25,1
65,30522.0,1,2,326.0,27.166666666666668,179,8,83,19.0,11,26.0,12,1,2,9,0,0,3,2,6,1.86,0.4166666666666667,5
64,54456.0,1,2,404.0,28.857142857142858,352,0,27,10.0,0,15.0,14,6,1,7,0,0,12,6,23,0.97,0.21428571428571427,3
54,31632.0,0,1,95.0,19.0,17,8,12,11.0,15,32.0,5,2,1,2,0,0,9,7,92,0.96,0.2,1
76,72298.0,0,1,939.0,72.23076923076923,625,35,169,58.0,17,35.0,13,4,3,6,2,0,5,1,52,0.3,0.07692307692307693,1
47,36975.0,1,2,33.0,8.25,10,6,11,0.0,4,2.0,4,1,0,3,0,0,8,7,50,0.5,0.25,1
70,72635.0,0,1,981.0,49.05,390,22,323,104.0,35,107.0,20,6,8,6,1,0,9,3,54,1.07,0.05,1
49,13624.0,1,2,36.0,7.2,10,2,15,2.0,1,6.0,5,2,0,3,0,0,8,6,93,1.44,0.4,2
50,84196.0,1,2,1063.0,55.94736842105263,215,63,507,120.5,31,126.5,19,8,4,7,0,0,11,3,56,1.07,0.05263157894736842,1
65,70971.0,1,2,1765.0,65.37037037037037,1001,17,556,93.0,81,17.0,27,11,11,5,0,1,18,7,28,1.77,0.25925925925925924,7
48,34487.0,2,3,103.0,17.166666666666668,19,18,33,24.0,1,8.0,6,3,0,3,0,0,12,9,94,1.81,0.5,3
48,28769.0,1,2,191.0,21.22222222222222,41,5,129,10.0,3,3.0,9,4,1,4,0,0,13,9,76,1.53,0.3333333333333333,3
55,69084.0,1,2,1560.0,67.82608695652173,1181,81,199,39.0,30,30.0,23,7,3,13,0,0,15,8,43,0.61,0.08695652173913043,2
67,65488.0,0,1,963.0,74.07692307692308,603,45,207,36.0,18,54.0,13,3,4,6,0,0,4,1,46,0.04,0.07692307692307693,1
55,62466.0,1,2,753.5,35.88095238095238,129,81,259,120.5,81,83.0,21,6,3,12,0,0,10,4,13,0.45,0.23809523809523808,5
65,32218.0,0,1,93.0,15.5,10,24,15,13.0,1,30.0,6,2,1,3,1,1,9,7,27,0.37,0.16666666666666666,1
52,83917.0,0,1,1294.0,64.7,514,22,556,42.0,81,79.0,20,6,7,7,0,1,9,3,12,1.2,0.05,1
63,46102.0,3,4,16.0,5.333333333333333,14,0,1,0.0,0,1.0,3,1,0,2,0,0,8,7,3,0.3,0.3333333333333333,1
73,84574.0,0,1,1181.5,38.11290322580645,387,20,556,38.0,54,126.5,31,9,11,11,0,0,14,5,72,1.07,0.03225806451612903,1
63,56181.0,1,2,371.0,28.53846153846154,121,81,69,8.0,44,48.0,13,4,2,7,0,0,8,4,6,1.47,0.07692307692307693,1
75,63120.0,1,2,1477.0,70.33333333333333,965,69,279,54.0,41,69.0,21,8,4,9,0,1,15,7,53,1.75,0.23809523809523808,5
54,73691.0,1,2,1179.0,73.6875,707,21,250,85.0,43,73.0,16,6,2,8,1,0,8,2,58,0.64,0.125,2
65,63381.0,1,2,972.5,44.20454545454545,571,50,142,33.0,50,126.5,22,4,5,13,0,0,6,2,78,1.73,0.18181818181818182,4
77,76140.0,0,1,1251.0,62.55,586,66,556,17.0,0,26.0,20,5,9,6,0,0,7,2,57,0.13,0.05,1
66,62859.0,1,2,1299.0,68.36842105263158,1063,81,102,16.0,12,25.0,19,9,4,6,0,0,15,6,37,1.49,0.21052631578947367,4
61,45906.0,1,2,468.5,36.03846153846154,305,3,27,4.0,3,126.5,13,5,4,4,1,0,10,5,20,1.14,0.15384615384615385,2
78,77632.0,0,1,2005.5,167.125,1200,81,556,0.0,42,126.5,12,4,2,6,2,1,6,2,73,1.3,0.08333333333333333,1
54,46463.0,2,3,235.0,23.5,163,2,40,8.0,11,11.0,10,3,1,6,0,0,9,6,56,0.86,0.7,7
55,105471.0,0,1,1462.0,48.733333333333334,1009,81,104,120.5,21,126.5,30,9,8,13,2,1,12,3,36,1.43,0.0,0
55,55282.0,1,2,235.0,23.5,125,6,73,8.0,4,19.0,10,3,1,6,0,0,7,4,9,0.54,0.1,1
48,78710.0,1,2,1092.0,43.68,721,0,152,119.0,50,50.0,25,7,6,12,0,0,11,4,42,0.1,0.12,3
67,66886.0,1,2,579.5,38.63333333333333,315,4,62,41.0,31,126.5,15,7,1,7,0,0,12,5,28,0.78,0.13333333333333333,2
65,98777.0,0,1,1814.5,95.5,1000,19,556,120.5,81,38.0,19,4,6,9,1,0,5,1,23,0.36,0.0,0
40,29103.0,1,2,48.0,12.0,16,0,17,6.0,3,6.0,4,1,0,3,0,0,10,9,38,1.84,0.5,2
51,67445.0,1,2,1174.0,43.48148148148148,757,80,217,29.0,80,11.0,27,9,6,12,0,0,15,6,63,1.88,0.18518518518518517,5
75,50616.0,1,2,67.0,11.166666666666666,30,2,25,0.0,1,9.0,6,1,1,4,0,0,3,2,71,0.21,0.16666666666666666,1
70,49431.0,1,2,365.0,28.076923076923077,219,3,100,26.0,0,17.0,13,7,1,5,0,0,15,8,9,1.9,0.15384615384615385,2
50,117418.0,0,1,6.0,0.0,1,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,81,0.39,0.0,0
72,61278.0,1,2,165.0,20.625,111,3,28,2.0,6,15.0,8,3,1,4,0,0,9,6,87,0.48,0.25,2
67,26490.0,0,1,210.0,23.333333333333332,45,47,52,21.0,20,25.0,9,3,1,5,0,0,9,6,92,1.77,0.2222222222222222,2
78,73059.0,1,2,1063.0,42.52,410,81,420,0.0,81,71.0,25,9,3,13,0,0,13,4,36,0.83,0.04,1
59,46734.0,3,4,223.0,27.875,100,1,39,6.0,1,76.0,8,3,2,3,1,0,9,6,86,0.69,0.5,4
62,56253.0,1,2,597.0,33.166666666666664,509,0,65,7.0,11,5.0,18,7,2,9,0,0,13,6,83,1.56,0.2222222222222222,4
40,19986.0,1,2,22.0,7.333333333333333,3,6,5,0.0,2,6.0,3,0,0,3,0,0,7,7,74,0.62,0.3333333333333333,1
50,58330.0,1,2,1022.5,44.45652173913044,445,53,213,104.0,81,126.5,23,6,4,13,0,0,10,4,87,0.51,0.043478260869565216,1
45,25965.0,0,1,74.0,14.8,2,2,11,41.0,7,11.0,5,2,0,3,0,0,10,8,29,1.81,0.2,1
69,14661.0,0,1,26.0,6.5,4,1,11,6.0,2,2.0,4,1,0,3,0,0,7,6,88,1.49,0.25,1
66,18690.0,0,1,60.0,15.0,6,1,7,23.0,4,19.0,4,1,1,2,0,0,9,8,77,1.5,0.25,1
51,45068.0,1,2,20.0,6.666666666666667,14,0,3,0.0,0,3.0,3,1,0,2,0,0,8,7,25,1.12,0.3333333333333333,1
38,21063.0,1,2,59.0,11.8,1,10,11,19.0,3,15.0,5,2,0,3,0,0,8,6,34,0.76,0.4,2
57,29187.0,1,2,34.0,8.5,26,0,6,0.0,0,2.0,4,1,0,3,0,0,9,8,43,1.14,0.25,1
54,54690.0,2,3,198.0,22.0,111,16,37,7.0,9,18.0,9,3,1,5,0,0,6,3,76,0.64,0.3333333333333333,3
61,59304.0,1,2,1048.0,41.92,418,61,428,80.0,51,10.0,25,7,8,10,0,0,12,5,81,0.92,0.12,3
63,59247.0,2,3,574.0,35.875,327,9,122,19.0,14,83.0,16,5,2,9,0,0,11,6,87,0.64,0.3125,5
55,66731.0,1,2,911.5,70.11538461538461,371,81,194,58.0,81,126.5,13,4,3,6,0,0,7,3,33,1.79,0.3076923076923077,4
45,77353.0,1,2,650.0,36.111111111111114,275,59,107,69.0,81,59.0,18,6,4,8,0,0,10,4,38,0.53,0.1111111111111111,2
50,52614.0,1,2,990.0,70.71428571428571,789,0,142,12.0,9,38.0,14,2,4,8,0,0,10,8,63,1.57,0.14285714285714285,2
51,26751.0,2,3,11.0,3.6666666666666665,1,1,5,0.0,3,1.0,3,1,0,2,0,0,9,8,26,0.1,0.3333333333333333,1
62,81300.0,1,2,1241.0,68.94444444444444,1004,12,145,32.0,12,36.0,18,10,3,5,1,1,15,5,17,1.66,0.16666666666666666,3
46,70337.0,0,1,576.0,36.0,187,81,149,25.0,43,91.0,16,2,2,12,0,0,3,1,75,0.49,0.0625,1
40,36145.0,1,2,172.0,21.5,56,4,76,17.0,1,18.0,8,4,1,3,1,1,13,9,13,1.03,0.5,4
45,65295.0,0,1,635.0,33.421052631578945,365,32,117,34.0,81,6.0,19,3,3,13,0,0,5,2,19,0.51,0.05263157894736842,1
62,68118.0,1,2,900.5,42.88095238095238,595,23,123,10.0,23,126.5,21,8,9,4,0,0,14,6,51,0.7,0.09523809523809523,2
58,68743.0,0,1,1913.5,65.98275862068965,1132,81,384,120.5,81,115.0,29,11,5,13,0,0,18,7,81,1.83,0.034482758620689655,1
43,41039.0,0,1,408.5,29.178571428571427,34,11,137,120.5,61,45.0,14,8,1,5,0,0,16,8,32,0.93,0.07142857142857142,1
70,38946.0,1,2,257.0,25.7,116,6,82,6.0,6,41.0,10,3,1,6,0,0,8,5,84,0.68,0.2,2
58,65777.0,0,1,1146.0,71.625,565,32,435,28.0,32,54.0,16,2,8,6,0,0,3,1,87,0.53,0.0625,1
49,66476.0,1,2,689.0,38.27777777777778,372,18,126,47.0,48,78.0,18,5,2,11,0,0,9,4,99,1.31,0.1111111111111111,2
53,86857.0,0,1,1777.5,84.64285714285714,899,81,556,120.5,81,40.0,21,5,6,10,0,1,7,2,96,1.79,0.047619047619047616,1
43,117418.0,0,1,651.0,22.448275862068964,55,16,556,17.0,3,4.0,29,0,28,1,0,0,0,0,21,1.9,0.5172413793103449,15
36,77845.0,0,1,1346.0,67.3,760,40,480,0.0,40,26.0,20,3,5,12,2,0,4,1,40,0.12,0.05,1
56,69476.0,0,1,1036.0,74.0,260,81,556,63.0,9,67.0,14,4,6,4,0,0,6,2,3,0.74,0.07142857142857142,1
65,50611.0,1,2,493.0,30.8125,459,0,24,6.0,0,4.0,16,4,5,7,1,1,10,6,98,1.73,0.375,6
55,61209.0,0,1,957.0,79.75,466,0,224,119.0,49,99.0,12,5,3,4,0,0,7,2,73,0.84,0.08333333333333333,1
67,42315.0,1,2,270.0,30.0,67,15,80,17.0,11,80.0,9,1,4,4,0,0,4,3,90,0.96,0.3333333333333333,3
73,13084.0,0,1,29.0,7.25,2,0,7,3.0,7,10.0,4,1,0,3,0,0,7,6,29,0.65,0.25,1
76,47570.0,2,3,121.0,20.166666666666668,67,1,20,0.0,2,31.0,6,2,2,2,0,1,9,7,3,1.08,0.5,3
64,61923.0,2,3,126.0,18.0,92,4,18,3.0,3,6.0,7,2,1,4,0,0,5,3,94,0.93,0.14285714285714285,1
30,34824.0,0,1,23.0,7.666666666666667,4,2,11,2.0,0,4.0,3,1,0,2,0,0,7,6,65,0.26,0.3333333333333333,1
76,26518.0,2,3,57.0,11.4,20,1,28,3.0,3,2.0,5,2,0,3,0,1,10,8,33,1.22,0.6,3
64,45938.0,0,1,634.0,35.22222222222222,273,11,178,62.0,81,29.0,18,8,4,6,0,0,14,6,46,0.65,0.1111111111111111,2
65,78468.0,0,1,1004.0,37.18518518518518,434,22,388,104.0,22,34.0,27,10,7,10,1,0,14,4,29,0.22,0.037037037037037035,1
52,78901.0,1,2,734.0,43.1764705882353,321,11,309,33.0,26,34.0,17,9,3,5,0,0,13,4,99,0.78,0.17647058823529413,3
47,71427.0,2,3,572.0,31.77777777777778,212,81,177,15.0,64,23.0,18,8,2,8,0,0,12,4,26,0.3,0.1111111111111111,2
47,71022.0,1,2,1337.5,74.30555555555556,909,12,278,0.0,12,126.5,18,5,2,11,1,0,13,8,30,0.38,0.16666666666666666,3
37,90247.0,0,1,1621.0,115.78571428571429,1184,32,352,21.0,16,16.0,14,3,4,7,3,1,4,1,27,0.17,0.07142857142857142,1
57,41335.0,1,2,187.0,20.77777777777778,112,19,21,16.0,14,5.0,9,4,1,4,0,0,11,7,24,0.51,0.3333333333333333,3
39,71952.0,1,2,1417.0,70.85,656,80,455,52.0,81,93.0,20,8,4,8,2,0,12,4,93,1.46,0.1,2
55,35682.0,1,2,57.0,11.4,23,0,8,6.0,2,18.0,5,1,1,3,0,0,3,2,34,0.01,0.2,1
74,43185.0,1,2,637.0,35.388888888888886,537,6,42,16.0,6,30.0,18,9,3,6,0,0,17,8,88,1.22,0.1111111111111111,2
77,66375.0,1,2,883.5,80.31818181818181,712,0,45,0.0,0,126.5,11,2,4,5,1,0,9,7,96,0.6,0.2727272727272727,3
54,35178.0,1,2,59.0,14.75,23,1,13,2.0,2,18.0,4,1,1,2,1,1,8,7,10,1.46,0.25,1
39,25252.0,1,2,18.0,6.0,1,3,4,2.0,2,6.0,3,1,0,2,0,0,9,8,26,0.96,0.3333333333333333,1
60,55250.0,1,2,903.0,41.04545454545455,664,58,83,32.0,0,66.0,22,7,5,10,0,0,12,5,49,1.69,0.18181818181818182,4
50,33249.0,1,2,112.0,18.666666666666668,6,10,21,19.0,14,42.0,6,2,1,3,0,0,8,6,11,1.35,0.3333333333333333,2
72,58398.0,0,1,596.0,35.05882352941177,299,5,201,21.0,21,49.0,17,5,4,8,0,0,9,4,44,1.13,0.17647058823529413,3
43,50272.0,1,2,233.0,23.3,99,13,66,43.0,8,4.0,10,4,1,5,0,0,11,7,75,0.89,0.3,3
50,76618.0,0,1,1411.0,141.1,749,40,294,120.5,81,126.5,10,3,2,5,0,0,4,1,64,1.56,0.1,1
65,87305.0,0,1,1095.0,68.4375,345,25,501,63.0,81,80.0,16,5,3,8,1,1,7,2,19,1.76,0.0625,1
47,25851.0,1,2,48.0,9.6,9,4,18,7.0,5,5.0,5,2,0,3,0,0,9,7,45,1.38,0.4,2
55,58710.0,1,2,1096.5,43.86,440,81,368,0.0,81,126.5,25,11,5,9,0,0,17,6,77,1.25,0.24,6
67,45160.0,2,3,21.0,7.0,8,2,5,3.0,0,3.0,3,1,0,2,0,0,8,7,9,0.25,0.3333333333333333,1
60,74806.0,1,2,965.0,68.92857142857143,670,9,249,0.0,28,9.0,14,5,4,5,0,0,9,4,1,1.52,0.14285714285714285,2
71,59111.0,0,1,840.5,42.025,524,0,134,28.0,28,126.5,20,11,1,8,0,0,18,7,90,1.16,0.05,1
41,18988.0,1,2,16.0,4.0,6,0,6,2.0,1,1.0,4,1,0,3,0,0,8,7,43,0.1,0.5,2
60,72190.0,0,1,1562.0,104.13333333333334,597,81,556,120.5,81,126.5,15,5,6,4,0,0,8,3,79,1.37,0.06666666666666667,1
49,7500.0,1,2,71.0,10.142857142857142,7,0,12,13.0,7,32.0,7,4,1,2,1,1,13,9,19,1.91,0.7142857142857143,5
59,44794.0,1,2,65.0,13.0,54,0,7,0.0,0,4.0,5,2,0,3,0,0,8,6,99,0.06,0.2,1
70,80395.0,0,1,1230.0,53.47826086956522,445,25,556,80.0,76,48.0,23,6,5,12,1,0,8,2,62,0.6,0.043478260869565216,1
49,75012.0,0,1,898.0,40.81818181818182,294,81,218,120.5,58,126.5,22,3,8,11,0,0,4,1,41,0.42,0.045454545454545456,1
60,56962.0,3,4,411.0,29.357142857142858,292,3,77,10.0,3,26.0,14,6,3,5,0,0,13,7,60,0.71,0.5,7
34,89891.0,0,1,779.5,31.18,412,22,132,59.0,28,126.5,25,11,6,8,1,0,15,4,17,1.2,0.04,1
76,35946.0,2,3,11.0,3.6666666666666665,8,0,3,0.0,0,0.0,3,0,0,3,0,0,5,5,24,0.75,0.3333333333333333,1
72,53593.0,2,3,480.0,32.0,349,4,78,6.0,0,43.0,15,7,2,6,0,0,15,8,60,1.89,0.5333333333333333,8
47,66373.0,2,3,606.0,37.875,328,9,124,12.0,24,109.0,16,4,2,10,0,0,7,3,57,1.05,0.4375,7
77,45072.0,3,4,284.0,25.818181818181817,144,2,99,7.0,2,30.0,11,6,1,4,0,0,14,8,74,0.7,0.45454545454545453,5
52,89694.0,2,3,1472.0,133.8181818181818,1126,28,211,37.0,28,42.0,11,4,3,4,3,0,9,5,22,0.72,0.2727272727272727,3
76,72025.0,0,1,1616.0,64.64,967,0,556,43.0,50,0.0,25,4,8,13,3,1,6,2,46,0.17,0.04,1
52,67432.0,1,2,1180.0,69.41176470588235,432,79,341,120.5,81,126.5,17,8,5,4,0,0,12,4,69,1.25,0.11764705882352941,2
73,70545.0,1,2,334.0,27.833333333333332,138,39,63,55.0,18,21.0,12,4,1,7,0,0,6,2,29,0.07,0.08333333333333333,1
36,17487.0,1,2,18.0,6.0,0,0,1,7.0,4,6.0,3,1,0,2,0,0,8,7,37,1.28,0.3333333333333333,1
56,62882.0,1,2,1286.0,71.44444444444444,509,81,497,78.0,24,97.0,18,7,5,6,0,0,11,4,26,1.89,0.1111111111111111,2
72,64108.0,1,2,1099.0,42.26923076923077,948,10,86,13.0,21,21.0,26,6,9,11,0,0,11,5,8,1.27,0.15384615384615385,4
69,34941.0,2,3,97.0,16.166666666666668,39,2,25,4.0,3,24.0,6,3,0,3,0,0,11,8,26,1.31,0.3333333333333333,2
75,48767.0,3,4,63.0,10.5,28,1,21,3.0,0,10.0,6,2,1,3,0,0,7,5,79,0.49,0.5,3
47,38702.0,1,2,109.0,15.571428571428571,13,11,24,13.0,8,40.0,7,3,0,4,0,0,9,6,71,0.91,0.2857142857142857,2
61,82224.0,0,1,884.5,44.225,307,26,360,120.5,31,40.0,20,6,9,5,1,0,9,3,83,0.42,0.05,1
73,83844.0,0,1,1509.5,79.44736842105263,901,31,345,75.0,31,126.5,19,4,4,11,1,0,5,1,57,1.13,0.05263157894736842,1
50,17003.0,1,2,38.0,6.333333333333333,2,5,12,4.0,8,7.0,6,2,0,4,0,0,7,5,37,0.55,0.5,3
30,71163.0,0,1,917.5,39.891304347826086,283,17,372,120.5,81,44.0,23,3,8,12,0,0,4,1,30,0.31,0.043478260869565216,1
55,33697.0,1,2,28.0,9.333333333333334,4,3,7,0.0,3,11.0,3,1,0,2,1,0,8,7,34,0.79,0.3333333333333333,1
71,63564.0,0,1,1215.0,45.0,769,80,252,15.0,34,65.0,27,10,10,7,1,1,16,6,0,0.41,0.037037037037037035,1
53,83443.0,0,1,1311.0,62.42857142857143,518,42,556,55.0,56,84.0,21,6,10,5,0,0,8,2,89,0.49,0.047619047619047616,1
67,51518.0,1,2,449.0,29.933333333333334,350,8,66,17.0,4,4.0,15,3,2,10,0,0,6,3,92,0.74,0.13333333333333333,2
50,58330.0,1,2,1022.5,44.45652173913044,445,53,213,104.0,81,126.5,23,6,4,13,0,0,10,4,87,0.51,0.043478260869565216,1
56,80952.0,0,1,1527.0,63.625,778,81,556,41.0,27,44.0,24,8,5,11,3,1,16,8,20,1.33,0.041666666666666664,1
46,75507.0,0,1,1428.0,71.4,709,81,374,104.0,80,80.0,20,8,6,6,0,0,11,3,56,0.16,0.05,1
47,63855.0,0,1,971.0,42.21739130434783,359,35,314,93.0,81,89.0,23,7,3,13,0,0,11,4,28,1.38,0.043478260869565216,1
53,62220.0,1,2,1226.0,68.11111111111111,799,12,375,16.0,12,12.0,18,7,6,5,0,1,13,6,55,1.88,0.2777777777777778,5
61,58512.0,1,2,1145.5,76.36666666666666,895,10,101,13.0,0,126.5,15,3,4,8,0,0,11,8,25,0.77,0.3333333333333333,5
46,40662.0,1,2,92.0,15.333333333333334,40,2,23,0.0,4,23.0,6,2,1,3,0,0,6,4,0,1.29,0.3333333333333333,2
66,38829.0,1,2,99.0,14.142857142857142,76,0,7,0.0,0,16.0,7,3,2,2,0,0,8,5,86,0.23,0.14285714285714285,1
44,35523.0,1,2,66.0,11.0,11,5,22,12.0,5,11.0,6,3,0,3,0,0,10,7,8,0.74,0.3333333333333333,2
58,79146.0,2,3,564.0,33.1764705882353,245,16,223,21.0,43,16.0,17,8,1,8,0,0,14,6,33,0.18,0.11764705882352941,2
37,78285.0,0,1,1346.5,67.325,647,81,391,120.5,67,40.0,20,6,4,10,0,0,9,3,13,0.67,0.05,1
47,31626.0,1,2,86.0,17.2,39,1,9,2.0,1,34.0,5,2,1,2,1,1,9,7,12,1.14,0.2,1
73,75127.0,0,1,732.5,40.69444444444444,203,35,305,46.0,17,126.5,18,2,11,5,0,0,3,1,92,0.1,0.05555555555555555,1
70,48726.0,1,2,242.0,26.88888888888889,138,3,38,4.0,0,59.0,9,3,2,4,0,0,9,6,90,1.17,0.3333333333333333,3
48,74985.0,0,1,1400.5,87.53125,587,51,556,120.5,0,86.0,16,3,6,7,0,0,5,2,8,1.8,0.0625,1
38,67430.0,0,1,1289.5,46.05357142857143,595,81,291,120.5,81,121.0,28,11,5,12,0,0,17,6,6,1.81,0.03571428571428571,1
60,46891.0,1,2,183.0,26.142857142857142,43,12,23,29.0,15,61.0,7,2,1,4,0,0,6,4,91,0.82,0.14285714285714285,1
69,62058.0,1,2,450.0,32.142857142857146,301,7,74,10.0,0,58.0,14,6,1,7,0,0,12,6,52,1.09,0.2857142857142857,4
46,72063.0,1,2,758.0,39.89473684210526,180,32,348,76.0,32,90.0,19,5,2,12,0,0,7,2,3,0.99,0.10526315789473684,2
74,78939.0,0,1,1365.0,71.84210526315789,794,81,243,120.5,0,126.5,19,8,5,6,0,0,11,3,57,0.54,0.05263157894736842,1
60,42720.0,2,3,654.0,38.470588235294116,392,5,91,28.0,26,112.0,17,7,3,7,0,1,15,8,9,1.18,0.47058823529411764,8
53,33622.0,2,3,81.0,13.5,39,1,22,3.0,4,12.0,6,2,0,4,0,0,9,7,22,1.21,0.5,3
68,6835.0,1,2,137.0,137.0,107,2,12,2.0,2,12.0,1,0,0,1,0,0,20,20,76,1.56,0.0,0
72,41452.0,2,3,16.0,5.333333333333333,13,0,3,0.0,0,0.0,3,1,0,2,0,0,8,7,86,1.31,0.3333333333333333,1
60,40760.0,1,2,93.0,15.5,70,0,17,0.0,0,6.0,6,2,1,3,0,0,8,6,64,0.83,0.3333333333333333,2
67,74250.0,0,1,1158.0,68.11764705882354,680,11,392,75.0,0,0.0,17,2,11,4,0,0,3,1,90,0.42,0.058823529411764705,1
70,51124.0,2,3,43.0,10.75,26,1,11,0.0,1,4.0,4,1,0,3,0,0,4,3,79,0.53,0.5,2
54,72258.0,1,2,1372.0,68.6,522,0,522,120.5,81,126.5,20,6,9,5,0,0,8,2,28,0.79,0.1,2
51,71466.0,0,1,1129.0,62.72222222222222,412,12,546,78.0,81,0.0,18,4,4,10,0,0,5,1,86,0.23,0.05555555555555555,1
